Certification Type, Firm Name, Owners, Work Decsription, Business Profile, NAICS Codes, Physical Address, Mailing Address, Phone Number, Fax Number, Email Address, Website
DBE,Terri Lee Consulting,Terri Lee,"Consulting firm, project management and construction management, lumber, plywood, millwork and wood panel merchant wholesalers, and brick, stone and related construction material merchant wholesalers",,"236116, 236118, 423310, 423320, 425120, 541611",2860 Orlando Drive  Pittsburgh PA 15235,2860 Orlando Drive  Pittsburgh PA 15235,412-448-5673,412-448-5673,TerriLee2860@comcast.net,,
DBE,"The 106 Group, Ltd","K. Ketz, David Ketz","Consulting services-cultural resource management, archaeology, architectural history, interpretive planning and design, community engagement, and tribal consultation.",,"541430, 541620, 541720, 541990",1295 Bandana Blvd #335  St. Paul MN 55108,1295 Bandana Blvd #335  St. Paul MN 55108,651-290-0977,651-290-0979,JenniferKust@106group.com,http://www.106group.com,
DBE,"The Azalea Group, LLC",Ms. Kristen Obush,"Provides general civil engineering services.  NBIS bridge inspection, construction inspection, bridge design and roadway design. Environmental consulting services.",,"541330, 541620, 541990",207 Meadow Spring Road  Greensburg PA 15601,207 Meadow Spring Road  Greensburg PA 15601,724-840-0491,,kristen@azaleagroupllc.com,,
DBE,"The Ehrlichman Group, LLC",Ms. Courtney Ehrlichman,"Provides consulting services for technology-based transportation, cybersecurity and smart city infrastructure in municipal and government applications. Provides consulting and assistance with grant applications, technology planning and forecasting, relationship development and management communication strategy, engineering public policy, project development and management, business strategy, and government relations.  Presentation and public speaking.  Subject matter expert in autonomous vehicles, connected vehicles, smart mobility, transit, smart transportation infrastructure, cybersecurity, robotics and complete streets.  Provides education to industry practitioners.  Develops transportation related workforce initiatives.  SAE International Smart City Training.",,"541611, 541820, 561920, 611430",306 S. Aiken Avenue  Pittsburgh PA 15232,6101 Penn Avenue Ste 201 Pittsburgh PA 15206,412-403-9952,,courtney@ehrlichmangroup.com,http://www.ehrlichmangroup.com,
DBE,"The Hermitage Group, LLC",Mr. Japheth G Mukogosi,"Management consulting services that include financial consulting, business consulting. and contract management",,541611,5221 Beeler Street  Pittsburgh PA 15217,5221 Beeler Street  Pittsburgh PA 15217,412-901-2156,412-683-2202,jm@hermitageconsulting.com,http://www.hermitageconsulting.com,
DBE,"The Joxel Group, LLC","Sushil Pillai, Nan Pillai",Custom Computer Programming Services. Computer Systems Design Services. Other Computer Related Services.  Administrative Management and General Management Consulting Services.  Other Management Consulting Services.,,"541511, 541512, 541519, 541611",10200 N. Port Washington Road  Mequon WI 53092,10200 N. Port Washington Road  Mequon WI 53092,262-242-1823,,npillai@thejoxelgroup.com,http://www.TheJoxelGroup.com,
DBE,"The Mahfood Group, LLC","Ms. Vickie L Mahfood, Mr. John J Mahfood, Mr. Alexander H Mahfood",Environmental consulting services focusing on human health risk assessment while developing site closure programs designed for property re-use,,541620,"1061 Waterdam Plaza Drive, Suite 201  McMurray PA 15317","1061 Waterdam Plaza Drive, Suite 201  McMurray PA 15317",724-260-5219,724-260-5226,vmahfood@themahfoodgroup.com,http://www.themahfoodgroup.com,
Both (DBE & ACDBE),"The Savvy Group, LLC","Ms. Kimberly Loszewski, Mr. Willie Hogue",Advertising agency,,541810,"2820 Smallman Street, Suite 2  Pittsburgh PA 15222","2820 Smallman Street, Suite 2  Pittsburgh PA 15222",412-303-8941,412-709-6821,willie@thesavvygroup.com,http://www.thesavvygroup.com,
DBE,Tomman Trucking,Lamont D Tomman,Hauling of municipal and residential waste,,484110,7633 Hamilton Avenue  Pittsburgh PA 15208,2050 Garrick Drive  Pittsburgh PA 15235,412-287-8428,412-287-8428,tommantrucking@gmail.com,,
DBE,"Toscano Clements Taylor, LLC","Kimberlee Toscano, Roger Clements, Ian Taylor","Cost estimating, cost management, value engineering, and project scheduling for architects and engineers",,541611,16 Oakwood Road  Huntington NY 11743,16 Oakwood Road  Huntington NY 11743,631-392-1400,631-392-1399,accounting@tctcost.com,http://www.tctcost.com,
DBE,"Tri-State Paralegal Service, LLC",Esther M Franklin,"Provides legal advice, review of real estate closing documents, title abstract and settlement services, and document preparation services",,"541191, 541199, 541620, 541990, 561410",5001 Baum Blvd #419  Pittsburgh PA 15213,5001 Baum Blvd #419  Pittsburgh PA 15213,412-565-7008,844-415-1800,efranklin@tri-stateparalegalservice.com,http://www.tri-stateparalegalservice.com,
DBE,"Tri-State Waterstoppers, LLC","Christine Yoder, Bradley Yoder","Provides injectable resins for mining, tunneling, and civil industries for soil stabilization and water control. Offers custom compounding (i.e., blending and mixing of purchased plastic resins) as well as manufacturing of custom tubes/pipes used in similar applications.",,"325991, 332312, 332313, 332722, 332996, 423710, 424610",99 Depot Street  Youngwood PA 15697,99 Depot Street  Youngwood PA 15697,724-635-3389,724-638-3398,cyoder@tristatewaterstoppers.com,http://www.tristatewaterstoppers.com,
DBE,"Triton Holdings, LLC",Danielle Vasquez,"Contracting services, demolition, and hazardous waste removal",,"238910, 562910",97 Harriet St.  Rankin PA 15104,97 Harriet St.  Rankin PA 15104,412-271-7707,412-271-7706,dvasquez72@yahoo.com,,
DBE,Triumphant Data Solutions,Marvin Green,Provides information technology support services to small businesses and nonprofit organizations,,"541511, 541512, 541513, 541519",1421 Eckert Street  Pittsburgh PA 15212,P.O. Box 6856  Pittsburgh PA 15212,412-295-8225,412-295-8225,mgreen@triumphantdatasolutions.com,http://triumphantdatasolutions.com,
DBE,TurKo Limited Liability Company,Christine Turkovich,Provides residential/commercial framing and finish carpentry. Full service interior builds and residential renovations contractor.,,"238130, 238350",6719 Buchanan Ave  West Mifflin PA 15122,6719 Buchanan Ave  West Mifflin PA 15122,412-627-6731,,Christine@TurkoTrim.com,,
DBE,"Tusick & Associates Architects, Inc",Susan B Tusick,"Commercial and residential architecture, commercial interiors, and accessibility for disabled people",,"236115, 236116, 236220, 238390, 541310, 541330, 541410, 541690",123 3rd Street  Blawnox PA 15215,123 3rd Street  Blawnox PA 15215,412-781-8896,412-781-6947,stusick@tusickarchitects.com,http://www.tusickarchitects.com,
DBE,"TyE Bar, LLC","Katey Wood, Daniel Lucas","Fabricates both black and epoxy reinforcing steel (rebar), prefabricates rebar cages as well as offers complementary rebar accessories. Also sells pre-cast concrete forms and related construction materials.",,"332312, 423320, 423390, 423510, 425120","1050 Ohio Avenue, Rear Suite  Glassport PA 15045","1050 Ohio Avenue, Rear Suite  Glassport PA 15045",412-896-1376,,kwood@tyerebar.com,http://www.tyerebar.com,
DBE,"Tyler Consulting and Associates, LLC",Mrs. Juane L Tyler,"Provides companion, habilitation, training and mentorship services with a focus on intellectually challenged individuals and their families",,541611,64 Garden Terrace  Pittsburgh PA 15221,64 Garden Terrace  Pittsburgh PA 15221,412-765-9595,,juane@tylerconsultingandassoc.com,https://www.tylerconsultingandassociates.com/,
DBE,Tyrone A. Goodwin MBA,Tyrone Goodwin,"Accounting services to include bookkeeping, tax return preparation, and payroll.  Consulting services.  Professional training courses and seminars.",,"541219, 611430",7301 Hamilton Avenue  Pittsburgh PA 15208,7301 Hamilton Avenue  Pittsburgh PA 15208,412-377-8903,,TGoodwin7704@Live.com,,
DBE,"U.S. Special Services, Inc. dba U.S. Background Checks, Inc.","Ms. Stacy L Demasi, Mr. Richard Smith","Performs background checks, security and consulting services, armed and unarmed security services, executive protection, and investigation services.  In addition, the firm provides training and specialized training manuals on a variety of industry related topics.",,"541612, 541690, 561450, 561611, 561612, 611430, 611519, 611710","180 Imperial Plaza Drive, Suite 300  Imperial PA 15126",2235 hayson ave  pittsburgh PA 15216,412-758-0992,412-218-1367,stacy179@comcast.net,,
ACDBE,"United Concessions Group, Inc.",Hayat Rababy,"Newsdealers/newsstands; all other general merchandise stores, specialty food stores, and full-service restaurants.",,"445299, 451212, 452990, 722110",5300 Riverside Drive  Cleveland OH 44135,5300 Riverside Drive  Cleveland OH 44135,440-655-2381,216-362-9101,benrababy@gmail.com,http://www.unitedconcessionsgroup.com,
DBE,"United Graphics Forms and Systems, Inc","Ms. Jennifer Brindle, Mr. Gary Brindle","Commercial printing, graphic communications, business forms, labels, envelopes, promotional products, office supplies and furniture",,"323111, 424110, 424120, 425120","11676 Perry Hwy, Suite 1107  Wexford PA 15090",P.O. Box 489  Ingomar PA 15127,724-935-4372,724-935-4373,unijb@comcast.net,http://www.promoplace.com/unitedgraphics,
DBE,Unity 4 Construction Company,Mr. Kevin L Tabb,Rebar installation contractor,,238120,3846 Greensburg Pike  Pittsburgh PA 15221,3846 Greensburg Pike  Pittsburgh PA 15221,412-439-2766,,DeeTabb@gmail.com,,
DBE,"Universal Environmental Cleaning Services, Inc.","Willie Hudson, Richard Loduca",Commercial janitorial services,,561720,208 Cypress Hill Drive  Pittsburgh PA 15235,208 Cypress Hill Drive  Pittsburgh PA 15235,412-795-1395,412-793-1473,uecsinc@yahoo.com,,
DBE,"UpStudio Landscapes, LLC",Ms. Elizabeth Dugan,"Landscape architecture, urban design, site planning, design and consulting services",,541320,"606 Liberty Avenue, Suite 209  Pittsburgh PA 15222","606 Liberty Avenue, Suite 209  Pittsburgh PA 15222",412-203-3524,412-756-3080,lisa.dugan@upstudiolandscapes.com,http://www.upstudiolandscapes.com,
DBE,V & E Trucking Company LLC,"Marlo Eleam, Aaron Verse",Provides hauling of production (brine) water to designated control sites.,,484220,1902 Brushcliff Road  Pittsburgh PA 15221,1902 Brushcliff Road  Pittsburgh PA 15221,412-969-1111,412-723-2542,VandETruckingCompany@Gmail.com,,
DBE,Valenko Incorporated,"Jennifer Perko, James Perko, Jim Perko",Electrical supplies,,"423610, 425120",4124 Clendenning Road  Gibsonia PA 15044,4124 Clendenning Road  Gibsonia PA 15044,724-841-7500,,jenn.perko@valenko.com,http://www.valenko.com,
DBE,"Vehicle Lifts & Solutions, Inc.","Ms. Cynthia London, Mr. Charles Wagner","Distributor/sales, safety training and service of a variety of vehicle lifts.",,333921,615 12th Street  Oakmont PA 15139,615 12th Street  Oakmont PA 15139,412-848-5832,412-517-8404,clondonsales@gmail.com,,
DBE,"Vena Technologies, LLC",Mr. Sylvester Kaundra,"Information technology consulting, providing IT managed services and design services. Also provides electrical services.",,"238210, 423610, 425120, 541330, 541490, 541512, 541513, 541519, 561790","560 McKean Avenue, Suite A  Donora PA 15033","560 McKean Avenue, Suite A  Donora PA 15033",724-823-8062,724-823-8062,sylvestk@venatechnologies.com,http://www.venatechnologies.com,
DBE,Vericheck,Ms. Patricia A DiPietro,Provides pre-employment and tenant screening,,561450,1505 Wimpole Street  Aliquippa PA 15001,1505 Wimpole Street  Aliquippa PA 15001,724-378-2105,724-378-1021,pdipietro@vericheckscreening.com,,
DBE,"Verve Wellness, LLC","Aubre Stacknick, Robert Grubbs","Fitness, health and wellness services, in addition to a salon and spa",,"713940, 812112, 812113, 812199",142 6th Street  Pittsburgh PA 15222,142 6th Street  Pittsburgh PA 15222,412-471-1575,412-471-1575,aubre@theverve360.com,http://www.theverve360.com,
DBE,"Veterans Express Total Services, Inc.",Ms. Karen Stipetich,"provides real estate title services including current owner searches, full searches, ALTAloan and owner's policies and settlement services.",,"524127, 541191",1650 Hollow Tree Drive  Pittsburgh PA 15241,1650 Hollow Tree Drive  Pittsburgh PA 15241,412-835-7071,412-835-1055,kstipetich@searchwithvets.com,https://www.searchwithvets.com/,
DBE,"Victory Construction Co. II, LLC",Ms. Stephanie Sheriff,Selective interior demolition services.  Remediation services.  Licensed asbestos contractor.,,"236220, 562910",1285 Route 30  Clinton PA 15026,1285 Route 30  Clinton PA 15026,412-925-2109,,victorycoii@yahoo.com,,
DBE,"VideoTek Construction, LLC",Victor H Diaz,"Underground utility, sewer rehabilitation, environmental contractor, general construction, and general freight and local dump truck hauling (e.g. gravel, sand, top soil, liquid asphalt, and construction materials).  Also supplies and hauls liquid asphalt, and hauls dry powder concrete.",,"221320, 237110, 423320, 484110, 484220","6 Loop Street, #4  Pittsburgh PA 15215","6 Loop Street, #4  Pittsburgh PA 15215",412-628-8394,412-291-3367,vdiaz@videotekconstruction.com,,
DBE,Virginia Weida Designs LLC,Mrs. Virginia Weida,"Commercial space planning and design, furniture planning and specification, drafting services, project management, contract administration and facilities management.  Space measurements and analysis, lease book preparations and updates.",,"541340, 541410, 541611, 561210",5434 Wolfe Drive  Pittsburgh PA 15236,5434 Wolfe Drive  Pittsburgh PA 15236,412-916-6579,,virginia@virginiaweidadesigns.com,http://www.virginiaweidadesigns.com,
DBE,"Virtix Consulting, LLC","Leon M Robinson, John Brescia",Technology consulting and integration firm that offers a broad range of solutions using best-of-breed technologies,,"541513, 541611, 541690",2009 Mackenzie Way Suite 100  Cranberry Township PA 16066,2009 Mackenzie Way Suite 100  Cranberry Township PA 16066,412-440-6263,412-291-3460,lrobinson@virtixit.com,http://www.virtixit.com,
DBE,Virtual Sails,"Corrine Olsen, Mr. Don Scarberry",Custom database software development. Includes web and Windows user interface and custom back end data integrations.,,541512,"700 McKnight Park Drive, Suite 702  Pittsburgh PA 15237","700 McKnight Park Drive, Suite 702  Pittsburgh PA 15237",412-960-1300,412-399-1309,colsen@virtualsails.net,http://www.virtualsails.net,
DBE,"Visvero, Inc. dba Datavibes Analytics",Arvind Handu,"Specializes in providing technology services, solutions, and custom programming services",,"518210, 541511, 541512, 541513, 541613, 611420","2121 Noblestown Road, Suite 106  Pittsburgh PA 15205","2121 Noblestown Road, Suite 106  Pittsburgh PA 15205",412-927-2316,815-331-0718,ahandu@visvero.com,http://www.visvero.com,
